task,n_ops,seed,prompt,answer,seq_len,winding,shape,steps_settle,mean_normed_accel
count_ones,16,0,Sequence: 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0. How many ones are in the first 16 symbols? A:,10,33,0.588421513312368,settle,128,0.7607534527778625
count_ones,16,1,Sequence: 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1. How many ones are in the first 16 symbols? A:,9,33,0.6461717769551886,settle,128,0.7800797820091248
count_ones,16,2,Sequence: 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0. How many ones are in the first 16 symbols? A:,8,33,0.6735454853516487,settle,128,0.7787598967552185
count_ones,16,3,Sequence: 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0. How many ones are in the first 16 symbols? A:,7,33,0.6096069764138715,settle,128,0.7780774235725403
count_ones,16,4,Sequence: 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0. How many ones are in the first 16 symbols? A:,7,33,0.6233229423356791,settle,128,0.7790746688842773
count_ones,24,0,Sequence: 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1. How many ones are in the first 24 symbols? A:,15,41,0.6272193801539863,settle,128,0.7659948468208313
count_ones,24,1,Sequence: 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0. How many ones are in the first 24 symbols? A:,11,41,0.7224507032178996,settle,128,0.7665747404098511
count_ones,24,2,Sequence: 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0. How many ones are in the first 24 symbols? A:,13,41,0.6282567172939004,settle,128,0.7836923599243164
count_ones,24,3,Sequence: 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1. How many ones are in the first 24 symbols? A:,10,41,0.633538241085716,settle,128,0.7939726710319519
count_ones,24,4,Sequence: 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0. How many ones are in the first 24 symbols? A:,10,41,0.6746236880409057,settle,128,0.7703475952148438
count_ones,32,0,Sequence: 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0. How many ones are in the first 32 symbols? A:,19,49,0.6542711139469253,settle,128,0.7548801302909851
count_ones,32,1,Sequence: 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0. How many ones are in the first 32 symbols? A:,15,49,0.6234344626861394,settle,128,0.792853593826294
count_ones,32,2,Sequence: 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1. How many ones are in the first 32 symbols? A:,15,49,0.5852252050443076,settle,128,0.7745169997215271
count_ones,32,3,Sequence: 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0. How many ones are in the first 32 symbols? A:,16,49,0.5791980540942028,settle,128,0.7818756699562073
count_ones,32,4,Sequence: 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 0. How many ones are in the first 32 symbols? A:,15,49,0.6422080306377336,settle,128,0.7676442265510559
count_ones,48,0,Sequence: 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1. How many ones are in the first 48 symbols? A:,26,65,0.6447889964527455,settle,128,0.7579970955848694
count_ones,48,1,Sequence: 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1. How many ones are in the first 48 symbols? A:,24,65,0.640444968219638,settle,128,0.7473429441452026
count_ones,48,2,Sequence: 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1. How many ones are in the first 48 symbols? A:,28,65,0.6675072463496375,settle,128,0.772214949131012
count_ones,48,3,Sequence: 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0. How many ones are in the first 48 symbols? A:,26,65,0.596840259627501,settle,128,0.7701267004013062
count_ones,48,4,Sequence: 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0. How many ones are in the first 48 symbols? A:,25,65,0.5862930378723342,settle,128,0.750579297542572
count_ones,64,0,Sequence: 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0. How many ones are in the first 64 symbols? A:,34,81,0.6049534710896365,settle,128,0.7518173456192017
count_ones,64,1,Sequence: 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 1 1. How many ones are in the first 64 symbols? A:,34,81,0.6574439979391963,settle,128,0.7529452443122864
count_ones,64,2,Sequence: 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1. How many ones are in the first 64 symbols? A:,41,81,0.6378034000530477,settle,128,0.7611373066902161
count_ones,64,3,Sequence: 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0 1 0 0 1. How many ones are in the first 64 symbols? A:,34,81,0.6274250457965053,settle,128,0.7159415483474731
count_ones,64,4,Sequence: 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0 1 1 0 0 0 1 1 1 1 0 0 0 1 0 1 1. How many ones are in the first 64 symbols? A:,34,81,0.63126419953423,settle,128,0.7719064354896545
projection,2,0,Start at origin. Shift along y. Shift along y. What is the projection on the x axis? A:,0,24,0.5617810624569705,settle,128,0.811608076095581
projection,2,1,Start at origin. Shift along x. Shift along z. What is the projection on the x axis? A:,1,24,0.6468129259878244,settle,128,0.8041146397590637
projection,2,2,Start at origin. Shift along x. Shift along x. What is the projection on the x axis? A:,2,24,0.5243082935375311,settle,128,0.8083078861236572
projection,2,3,Start at origin. Shift along x. Shift along z. What is the projection on the z axis? A:,1,24,0.6468130223479869,settle,128,0.8041146397590637
projection,2,4,Start at origin. Shift along x. Shift along y. What is the projection on the x axis? A:,1,24,0.6304588021458221,settle,128,0.7934532761573792
projection,4,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. What is the projection on the z axis? A:,0,32,0.5249528115412906,settle,128,0.8044624328613281
projection,4,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. What is the projection on the x axis? A:,2,32,0.590948623380596,settle,128,0.8093925714492798
projection,4,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. What is the projection on the x axis? A:,3,32,0.37729696946564156,settle,128,0.8039407134056091
projection,4,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. What is the projection on the y axis? A:,0,32,0.619232924281489,settle,128,0.8029423952102661
projection,4,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. What is the projection on the y axis? A:,1,32,0.5881625384647089,settle,128,0.8192725777626038
projection,8,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. What is the projection on the y axis? A:,6,48,0.5743464916086166,settle,128,0.8147987127304077
projection,8,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. What is the projection on the z axis? A:,1,48,0.5932949765623826,settle,128,0.8238809704780579
projection,8,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. What is the projection on the y axis? A:,2,48,0.3590391806296452,settle,128,0.8180679678916931
projection,8,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. What is the projection on the z axis? A:,4,48,0.6127508285994583,settle,128,0.8258455395698547
projection,8,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. What is the projection on the x axis? A:,4,48,0.7645031720474612,settle,128,0.8301053047180176
projection,16,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. What is the projection on the x axis? A:,4,80,0.6593496638643304,settle,128,0.8145484924316406
projection,16,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. What is the projection on the z axis? A:,2,80,0.6080907117380618,settle,128,0.8342462182044983
projection,16,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along z. Shift along z. Shift along x. What is the projection on the y axis? A:,3,80,0.687885207656741,settle,128,0.8341968655586243
projection,16,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. What is the projection on the x axis? A:,5,80,0.6223015172984558,settle,128,0.8186098337173462
projection,16,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along z. What is the projection on the z axis? A:,3,80,0.7046952461968705,settle,128,0.8033888339996338
projection,24,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along y. What is the projection on the x axis? A:,6,112,0.6946261653431549,settle,128,0.8256927132606506
projection,24,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. What is the projection on the x axis? A:,8,112,0.4299305565627975,settle,128,0.798909604549408
projection,24,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. What is the projection on the z axis? A:,10,112,0.5243800473899207,settle,128,0.8723957538604736
projection,24,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. What is the projection on the x axis? A:,6,112,0.673575656285392,settle,128,0.8177322745323181
projection,24,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. What is the projection on the z axis? A:,4,112,0.6540817349179932,settle,128,0.8263087868690491
projection,32,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along y. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. What is the projection on the y axis? A:,13,144,0.6960201832819501,settle,128,0.8341524004936218
projection,32,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along x. Shift along z. Shift along z. Shift along x. What is the projection on the y axis? A:,11,144,0.662794756544231,settle,128,0.8267467617988586
projection,32,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along y. Shift along y. What is the projection on the y axis? A:,12,144,0.659465610745705,settle,128,0.9460079669952393
projection,32,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along z. Shift along x. What is the projection on the z axis? A:,14,144,0.637147446523215,settle,128,0.8123762011528015
projection,32,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along z. What is the projection on the z axis? A:,6,144,0.6207097099203744,settle,128,0.7960493564605713
projection,48,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along y. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along z. Shift along x. Shift along x. Shift along z. What is the projection on the y axis? A:,19,208,0.71438393234939,settle,128,0.7767754793167114
projection,48,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along x. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along y. Shift along x. Shift along z. Shift along x. What is the projection on the y axis? A:,16,208,0.63623407339109,settle,128,0.7783461213111877
projection,48,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along z. What is the projection on the z axis? A:,16,208,0.6079370787557697,settle,128,0.788968563079834
projection,48,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along y. Shift along z. What is the projection on the z axis? A:,20,208,0.6320091749302863,settle,128,0.8253165483474731
projection,48,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along x. Shift along z. Shift along y. Shift along z. Shift along y. Shift along z. Shift along x. Shift along x. Shift along x. Shift along y. Shift along y. Shift along x. Shift along z. Shift along y. What is the projection on the x axis? A:,19,208,0.6002918973414616,settle,128,0.7889707684516907
projection,64,0,Start at origin. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along y. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along z. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along z. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. What is the projection on the x axis? A:,18,272,0.7334054513235625,settle,128,0.7837159037590027
projection,64,1,Start at origin. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along x. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along x. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along y. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along z. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. What is the projection on the z axis? A:,20,272,0.6103249574931592,settle,128,0.7899858355522156
projection,64,2,Start at origin. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along y. Shift along y. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along z. Shift along z. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along x. Shift along y. Shift along z. Shift along z. What is the projection on the y axis? A:,22,272,0.6111217088223212,settle,128,0.7843241691589355
projection,64,3,Start at origin. Shift along x. Shift along z. Shift along z. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along z. Shift along x. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along y. Shift along z. Shift along z. Shift along y. Shift along y. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. Shift along z. Shift along y. Shift along z. Shift along x. Shift along z. Shift along x. Shift along x. Shift along z. Shift along x. Shift along y. Shift along x. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along x. Shift along y. Shift along x. Shift along x. Shift along x. Shift along y. Shift along x. Shift along y. Shift along z. Shift along y. Shift along z. Shift along y. Shift along y. Shift along z. What is the projection on the y axis? A:,21,272,0.5803805431310641,settle,128,0.7878242135047913
projection,64,4,Start at origin. Shift along x. Shift along y. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along x. Shift along x. Shift along y. Shift along z. Shift along y. Shift along x. Shift along x. Shift along z. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along x. Shift along x. Shift along z. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. Shift along y. Shift along z. Shift along z. Shift along y. Shift along x. Shift along z. Shift along y. Shift along z. Shift along y. Shift along z. Shift along x. Shift along x. Shift along x. Shift along y. Shift along y. Shift along x. Shift along z. Shift along y. Shift along x. Shift along y. Shift along z. Shift along z. Shift along y. Shift along z. Shift along x. Shift along y. Shift along y. Shift along z. Shift along y. Shift along y. Shift along y. Shift along x. Shift along x. Shift along y. What is the projection on the y axis? A:,26,272,0.6555695693418329,settle,128,0.7953833341598511
